nthread,gamma,subsample,objective,silent,reg_alpha,spa,bias,var,loss
0,1,2,0,0,3,0,0.336962962962963,3.592043895747616e-05,0.11357995884773667
0,2,2,0,0,3,0,0.336962962962963,3.592043895747616e-05,0.11357995884773667
0,0,2,0,0,3,0,0.336962962962963,3.592043895747616e-05,0.11357995884773667
0,3,2,0,0,3,0,0.33737037037037043,3.392866941015105e-05,0.11385269547325107
0,0,2,0,0,0,0,0.3384444444444443,2.9528120713305656e-05,0.11457417009602186
0,1,2,0,0,0,0,0.3384444444444443,2.9528120713305656e-05,0.11457417009602186
0,2,2,0,0,0,0,0.3384444444444443,2.9528120713305656e-05,0.11457417009602186
0,3,2,0,0,0,0,0.3384444444444443,2.9528120713305656e-05,0.11457417009602186
0,2,3,0,0,3,0,0.33844444444444444,4.565980795610414e-05,0.11459030178326475
0,1,3,0,0,3,0,0.33844444444444444,4.565980795610414e-05,0.11459030178326475
0,0,3,0,0,3,0,0.33844444444444444,4.565980795610414e-05,0.11459030178326475
0,1,2,0,0,2,0,0.33859259259259267,3.2504801097393546e-05,0.11467744855967084
0,2,2,0,0,2,0,0.33859259259259267,3.2504801097393546e-05,0.11467744855967084
0,0,2,0,0,2,0,0.33859259259259267,3.2504801097393546e-05,0.11467744855967084
0,3,2,0,0,2,0,0.33859259259259267,3.2504801097393546e-05,0.11467744855967084
0,3,2,0,0,1,0,0.33866666666666656,3.17338820301782e-05,0.11472684499314122
0,3,3,0,0,3,0,0.33877777777777773,4.701783264746219e-05,0.11481740054869681
0,0,2,0,0,1,0,0.33885185185185185,3.263923182441685e-05,0.11485321673525377
0,2,2,0,0,1,0,0.33885185185185185,3.263923182441685e-05,0.11485321673525377
0,1,2,0,0,1,0,0.33885185185185185,3.263923182441685e-05,0.11485321673525377
0,0,3,0,0,2,0,0.3388888888888889,5.3484224965706306e-05,0.11489916323731139
0,2,3,0,0,2,0,0.3388888888888889,5.3484224965706306e-05,0.11489916323731139
0,1,3,0,0,2,0,0.3388888888888889,5.3484224965706306e-05,0.11489916323731139
0,3,3,0,0,2,0,0.339037037037037,5.35171467764059e-05,0.11499962962962962
0,0,1,0,0,3,0,0.3393333333333334,4.0529492455418306e-05,0.11518764060356657
0,1,1,0,0,3,0,0.3393333333333334,4.0529492455418306e-05,0.11518764060356657
0,2,1,0,0,3,0,0.3393333333333334,4.0529492455418306e-05,0.11518764060356657
0,1,0,0,0,2,0,0.3393333333333334,5.4178326474622546e-05,0.11520128943758577
0,1,3,0,0,1,0,0.33933333333333326,5.981618655692728e-05,0.11520692729766799
0,0,3,0,0,1,0,0.33933333333333326,5.981618655692728e-05,0.11520692729766799
0,2,3,0,0,1,0,0.33933333333333326,5.981618655692728e-05,0.11520692729766799
0,2,0,0,0,2,0,0.3393703703703703,5.463100137174187e-05,0.11522687928669406
0,3,3,0,0,1,0,0.33944444444444444,5.713305898491093e-05,0.11527966392318244
0,2,3,0,0,0,0,0.33951851851851855,6.0104252400548676e-05,0.11533292866941018
0,1,3,0,0,0,0,0.33951851851851855,6.0104252400548676e-05,0.11533292866941018
0,3,3,0,0,0,0,0.33951851851851855,6.0104252400548676e-05,0.11533292866941018
0,0,3,0,0,0,0,0.33951851851851855,6.0104252400548676e-05,0.11533292866941018
0,3,1,0,0,3,0,0.3396666666666667,3.449108367626863e-05,0.11540793552812072
0,3,0,0,0,2,0,0.3396666666666667,5.4422496570644476e-05,0.11542786694101509
0,2,1,0,0,1,0,0.3398888888888889,3.2120713305898476e-05,0.11555657750342936
0,3,1,0,0,1,0,0.33992592592592596,3.132510288065845e-05,0.11558096021947876
0,3,1,0,0,0,0,0.33992592592592596,3.2504801097393654e-05,0.1155821399176955
0,2,1,0,0,0,0,0.339962962962963,3.1706447187928666e-05,0.1156065226337449
0,0,0,0,0,2,0,0.3400740740740741,3.3519890260631154e-05,0.11568389574759945
0,1,1,0,0,0,0,0.34011111111111114,2.8622770919067344e-05,0.11570419067215366
0,1,1,0,0,1,0,0.3401481481481481,2.6781893004114997e-05,0.11572754458161862
0,0,1,0,0,0,0,0.3401481481481482,2.8661179698216884e-05,0.1157294238683128
0,0,1,0,0,1,0,0.34018518518518515,2.6817558299039572e-05,0.11575277777777776
0,3,1,0,0,2,0,0.34025925925925926,3.2463648834019414e-05,0.11580882716049383
0,2,1,0,0,2,0,0.3404074074074075,3.395610425240092e-05,0.1159111591220851
0,1,1,0,0,2,0,0.34044444444444444,3.380795610425278e-05,0.11593622770919067
0,0,1,0,0,2,0,0.34044444444444444,3.380795610425278e-05,0.11593622770919067
0,0,0,0,0,3,0,0.3408148148148149,1.847187928669425e-05,0.11617320987654327
0,2,0,0,0,3,0,0.3412222222222222,1.0090534979423937e-05,0.11644269547325102
0,1,0,0,0,3,0,0.34125925925925926,1.0224965706447334e-05,0.11646810699588478
0,3,0,0,0,3,0,0.3412962962962962,1.0836762688614674e-05,0.11649399862825784
0,1,0,0,0,0,0,0.34133333333333327,1.1432098765432198e-05,0.11651987654320983
0,0,0,0,0,0,0,0.34137037037037044,1.1421124828532339e-05,0.11654515089163242
0,2,0,0,0,0,0,0.3413703703703703,1.1668038408779238e-05,0.11654539780521259
0,3,0,0,0,0,0,0.3418888888888889,1.3914951989026119e-05,0.11690192729766806
0,0,0,0,0,1,0,0.34251851851851856,2.003566529492451e-05,0.11733897119341566
0,1,0,0,0,1,0,0.34259259259259256,1.9986282578875126e-05,0.11738967078189298
0,3,0,0,0,1,0,0.3428148148148148,2.4052126200274375e-05,0.11754604938271603
0,2,0,0,0,1,0,0.34292592592592597,2.364060356652954e-05,0.11762183127572019
0,2,1,0,0,3,1,0.3474814814814815,4.56049382716048e-05,0.12078898491083678
0,0,1,0,0,3,1,0.3476666666666667,4.736076817558278e-05,0.12091947187928671
0,1,1,0,0,3,1,0.3476666666666667,4.736076817558278e-05,0.12091947187928671
0,3,1,0,0,3,1,0.3481481481481481,3.655692729766798e-05,0.12124368998628253
0,3,1,0,0,2,1,0.34844444444444433,2.945953360768153e-05,0.12144299039780514
0,1,1,0,0,2,1,0.3484814814814814,2.871604938271586e-05,0.12146805898491078
0,2,1,0,0,2,1,0.3484814814814814,2.871604938271586e-05,0.12146805898491078
0,0,1,0,0,2,1,0.3484814814814814,2.871604938271586e-05,0.12146805898491078
0,3,2,0,0,1,1,0.34851851851851845,1.5953360768175717e-05,0.12148111111111107
0,0,2,0,0,3,1,0.34859259259259257,2.1462277091906754e-05,0.12153825788751713
0,1,2,0,0,3,1,0.34859259259259257,2.1462277091906754e-05,0.12153825788751713
0,2,2,0,0,3,1,0.34859259259259257,2.1462277091906754e-05,0.12153825788751713
0,3,2,0,0,3,1,0.34859259259259257,2.1462277091906754e-05,0.12153825788751713
0,3,1,0,0,1,1,0.3487407407407408,2.5835390946502106e-05,0.12164593964334709
0,0,1,0,0,1,1,0.3487407407407408,2.5835390946502106e-05,0.12164593964334709
0,2,1,0,0,1,1,0.3487407407407408,2.5835390946502106e-05,0.12164593964334709
0,1,1,0,0,1,1,0.3487407407407408,2.5835390946502106e-05,0.12164593964334709
0,1,3,0,0,3,1,0.34877777777777785,3.699039780521284e-05,0.1216829286694102
0,3,3,0,0,3,1,0.34877777777777785,3.699039780521284e-05,0.1216829286694102
0,0,3,0,0,3,1,0.34877777777777785,3.699039780521284e-05,0.1216829286694102
0,2,3,0,0,3,1,0.34877777777777785,3.699039780521284e-05,0.1216829286694102
0,1,2,0,0,2,1,0.3488148148148148,3.2724279835391025e-05,0.12170449931412892
0,2,2,0,0,2,1,0.3488148148148148,3.2724279835391025e-05,0.12170449931412892
0,0,2,0,0,2,1,0.3488148148148148,3.2724279835391025e-05,0.12170449931412892
0,0,2,0,0,1,1,0.34885185185185186,1.6809327846364966e-05,0.12171442386831276
0,2,2,0,0,1,1,0.3488888888888889,1.66392318244171e-05,0.1217400960219479
0,1,2,0,0,1,1,0.3488888888888889,1.66392318244171e-05,0.1217400960219479
0,3,2,0,0,0,1,0.349,3.955555555555555e-05,0.12184055555555554
0,0,2,0,0,0,1,0.34918518518518527,3.594787379972542e-05,0.12196624142661185
0,2,3,0,0,2,1,0.3492222222222222,2.8990397805212747e-05,0.12198515089163237
0,1,3,0,0,2,1,0.3492222222222222,2.8990397805212747e-05,0.12198515089163237
0,0,3,0,0,2,1,0.3492222222222222,2.8990397805212747e-05,0.12198515089163237
0,2,2,0,0,0,1,0.3492222222222223,3.5753086419752866e-05,0.121991913580247
0,1,2,0,0,0,1,0.3492222222222223,3.5753086419752866e-05,0.121991913580247
0,0,3,0,0,1,1,0.34937037037037033,2.807407407407397e-05,0.12208772976680381
0,3,3,0,0,1,1,0.34937037037037033,2.807407407407397e-05,0.12208772976680381
0,2,3,0,0,1,1,0.34937037037037033,2.807407407407397e-05,0.12208772976680381
0,1,3,0,0,1,1,0.34937037037037033,2.807407407407397e-05,0.12208772976680381
0,2,1,0,0,3,2,0.34937037037037033,3.1640603566529386e-05,0.12209129629629627
0,3,2,0,0,2,1,0.3494814814814815,2.176131687242815e-05,0.12215906721536353
0,0,1,0,0,3,2,0.34951851851851856,3.2792866941015104e-05,0.122195987654321
0,1,1,0,0,3,2,0.34951851851851856,3.2792866941015104e-05,0.122195987654321
0,3,1,0,0,3,2,0.34951851851851856,3.2792866941015104e-05,0.122195987654321
0,1,1,0,0,0,1,0.3498148148148148,3.27160493827159e-05,0.12240312071330589
0,0,1,0,0,0,1,0.3498148148148148,3.27160493827159e-05,0.12240312071330589
0,0,3,0,0,0,1,0.3498148148148148,3.355281207133069e-05,0.1224039574759945
0,2,3,0,0,0,1,0.3498148148148148,3.355281207133069e-05,0.1224039574759945
0,3,3,0,0,0,1,0.3498148148148148,3.355281207133069e-05,0.1224039574759945
0,1,3,0,0,0,1,0.3498148148148148,3.355281207133069e-05,0.1224039574759945
0,3,3,0,0,2,1,0.3498888888888889,3.2299039780521464e-05,0.12245453360768178
0,2,1,0,0,0,1,0.3498888888888889,3.257338820301769e-05,0.12245480795610428
0,3,1,0,0,0,1,0.3498888888888889,3.257338820301769e-05,0.12245480795610428
0,2,3,0,0,1,2,0.35,1.647462277091914e-05,0.1225164746227709
0,3,3,0,0,1,2,0.35,1.647462277091914e-05,0.1225164746227709
0,3,1,0,0,1,2,0.35,2.864197530864211e-05,0.12252864197530862
0,0,3,0,0,1,2,0.3500370370370369,1.933333333333328e-05,0.1225452606310013
0,2,1,0,0,1,2,0.350074074074074,2.929492455418392e-05,0.12258115226337442
0,1,1,0,0,1,2,0.350074074074074,2.929492455418392e-05,0.12258115226337442
0,1,1,0,0,2,2,0.3501481481481481,1.7851851851851928e-05,0.12262157750342932
0,2,1,0,0,2,2,0.3501481481481481,1.7851851851851928e-05,0.12262157750342932
0,0,1,0,0,2,2,0.3501481481481481,1.7851851851851928e-05,0.12262157750342932
0,0,1,0,0,1,2,0.3502222222222222,2.9525377229081054e-05,0.12268513031550068
0,2,2,0,0,3,2,0.35025925925925927,1.544032921810682e-05,0.1226969890260631
0,0,2,0,0,3,2,0.35025925925925927,1.544032921810682e-05,0.1226969890260631
0,3,2,0,0,3,2,0.35025925925925927,1.544032921810682e-05,0.1226969890260631
0,1,2,0,0,3,2,0.35025925925925927,1.544032921810682e-05,0.1226969890260631
0,1,3,0,0,1,2,0.35025925925925916,1.597530864197508e-05,0.12269752400548689
0,3,1,0,0,2,2,0.35025925925925927,1.832098765432104e-05,0.12269986968449932
0,3,1,0,0,0,2,0.3505555555555555,2.909465020576146e-05,0.12291829218106992
0,2,1,0,0,0,2,0.35059259259259257,2.9155006858710703e-05,0.1229443209876543
0,0,3,0,0,0,2,0.3507407407407406,1.9766803840877904e-05,0.12303883401920426
0,1,3,0,0,0,2,0.3507407407407406,1.9766803840877904e-05,0.12303883401920426
0,2,2,0,0,2,2,0.35077777777777774,1.4353909465020449e-05,0.12305940329218105
0,3,2,0,0,2,2,0.35077777777777774,1.4353909465020449e-05,0.12305940329218105
0,1,2,0,0,2,2,0.35077777777777774,1.4353909465020449e-05,0.12305940329218105
0,0,2,0,0,2,2,0.35077777777777774,1.4353909465020449e-05,0.12305940329218105
0,0,1,0,0,0,2,0.3508148148148148,2.9747599451303274e-05,0.12310078189300411
0,1,1,0,0,0,2,0.3508148148148148,2.9747599451303274e-05,0.12310078189300411
0,0,0,0,0,3,1,0.3508888888888888,3.833196159122105e-05,0.12316134430727017
0,1,0,0,0,3,1,0.3508888888888888,3.833196159122105e-05,0.12316134430727017
0,0,2,0,0,0,2,0.3509629629629629,1.808504801097377e-05,0.12319308641975306
0,1,2,0,0,0,2,0.351,1.797805212620011e-05,0.12321897805212619
0,2,2,0,0,0,2,0.351,1.797805212620011e-05,0.12321897805212619
0,3,2,0,0,0,2,0.351,1.797805212620011e-05,0.12321897805212619
0,0,2,0,0,1,2,0.3510740740740742,8.331961591220741e-06,0.12326133744855977
0,1,2,0,0,1,2,0.3510740740740742,8.331961591220741e-06,0.12326133744855977
0,2,2,0,0,1,2,0.3510740740740742,8.331961591220741e-06,0.12326133744855977
0,3,3,0,0,0,2,0.351074074074074,2.0581618655692693e-05,0.12327358710562407
0,2,3,0,0,0,2,0.351074074074074,2.0581618655692693e-05,0.12327358710562407
0,3,2,0,0,1,2,0.35111111111111115,8.326474622770811e-06,0.12328733882030181
0,2,0,0,0,3,1,0.35125925925925916,3.9456790123457035e-05,0.12342252400548691
0,3,3,0,0,3,2,0.35170370370370363,1.6150891632373037e-05,0.12371164609053492
0,1,0,0,0,0,1,0.3518148148148148,2.608230452674889e-05,0.12379974622770919
0,0,0,0,0,0,1,0.35185185185185186,2.5445816186556875e-05,0.12382517146776408
0,0,3,0,0,2,2,0.351925925925926,1.7923182441700884e-05,0.12386978052126205
0,1,3,0,0,2,2,0.351925925925926,1.7923182441700884e-05,0.12386978052126205
0,3,3,0,0,2,2,0.351925925925926,1.7923182441700884e-05,0.12386978052126205
0,2,3,0,0,2,2,0.351925925925926,1.7923182441700884e-05,0.12386978052126205
0,2,3,0,0,3,2,0.3520000000000001,1.6699588477366223e-05,0.12392069958847744
0,1,3,0,0,3,2,0.3520000000000001,1.6699588477366223e-05,0.12392069958847744
0,0,3,0,0,3,2,0.3520000000000001,1.6699588477366223e-05,0.12392069958847744
0,3,0,0,0,2,1,0.3522222222222222,3.956104252400532e-05,0.12410005486968449
0,3,0,0,0,0,1,0.35225925925925927,2.7810699588477304e-05,0.12411439643347051
0,2,0,0,0,0,1,0.3522962962962962,2.7689986282578813e-05,0.12414037037037032
0,2,0,0,0,2,1,0.35237037037037033,3.835939643347033e-05,0.12420323731138544
0,1,0,0,0,3,2,0.3525555555555555,1.1363511659808138e-05,0.1243067832647462
0,0,0,0,0,3,2,0.3525555555555555,1.1363511659808138e-05,0.1243067832647462
0,3,0,0,0,3,1,0.3525555555555554,5.491632373113875e-05,0.12435033607681745
0,0,0,0,0,2,1,0.3526296296296296,3.217283950617301e-05,0.12437982853223593
0,1,0,0,0,2,1,0.3526296296296296,3.217283950617301e-05,0.12437982853223593
0,3,0,0,0,3,2,0.3532222222222222,4.864197530864249e-06,0.1247708024691358
0,0,0,0,0,1,1,0.35344444444444445,4.0611796982167315e-05,0.12496358710562415
0,3,0,0,0,2,2,0.3537407407407408,8.07133058984913e-06,0.12514058299039785
0,2,0,0,0,3,2,0.35385185185185186,7.28943758573392e-06,0.12521842249657067
0,2,0,0,0,2,2,0.35418518518518516,1.2779149519890365e-05,0.12545992455418378
0,1,0,0,0,1,1,0.3541481481481481,4.608504801097385e-05,0.12546699588477364
0,3,0,0,0,1,1,0.3545925925925927,4.059533607681724e-05,0.12577650205761323
0,2,0,0,0,1,1,0.3545925925925927,4.059533607681724e-05,0.12577650205761323
0,0,0,0,0,2,2,0.3548888888888888,1.4342935528120792e-05,0.1259604663923182
0,1,0,0,0,2,2,0.3548888888888888,1.4342935528120792e-05,0.1259604663923182
0,1,0,0,0,1,2,0.3557407407407407,5.404663923182588e-06,0.12655687928669407
0,0,0,0,0,1,2,0.3557407407407407,5.404663923182588e-06,0.12655687928669407
0,3,1,0,0,2,3,0.3558148148148149,4.102331961591194e-05,0.12664520576131696
0,3,0,0,0,1,2,0.356,1.118792866941003e-05,0.1267471879286694
0,2,0,0,0,1,2,0.35611111111111104,8.010973936899897e-06,0.12682313443072699
0,1,1,0,0,2,3,0.3565555555555555,2.764883401920439e-05,0.12715951303155004
0,2,1,0,0,2,3,0.3565555555555555,2.764883401920439e-05,0.12715951303155004
0,0,1,0,0,2,3,0.3565555555555555,2.8238683127571983e-05,0.1271601028806584
0,0,0,0,0,1,3,0.35692592592592587,2.8554183813442753e-05,0.12742467078189298
0,2,0,0,0,1,3,0.3570740740740741,3.0266117969821596e-05,0.12753216049382718
0,2,0,0,0,0,2,0.3571481481481482,8.499314128943709e-06,0.12756329903978056
0,3,0,0,0,0,3,0.35718518518518516,2.4545953360768164e-05,0.12760580246913578
0,1,0,0,0,1,3,0.35722222222222233,3.281207133058965e-05,0.1276405281207134
0,0,0,0,0,0,2,0.35737037037037034,8.647462277091888e-06,0.12772222908093275
0,1,0,0,0,0,2,0.35737037037037034,8.647462277091888e-06,0.12772222908093275
0,3,0,0,0,1,3,0.35737037037037034,3.065020576131657e-05,0.127744231824417
0,2,0,0,0,0,3,0.35744444444444434,2.3050754458161904e-05,0.1277895816186556
0,2,2,0,0,2,3,0.35744444444444445,4.4436213991769054e-05,0.1278109670781893
0,3,2,0,0,2,3,0.35744444444444445,4.4436213991769054e-05,0.1278109670781893
0,1,3,0,0,0,3,0.3574814814814815,6.930864197530821e-05,0.1278623182441701
0,3,0,0,0,0,2,0.35762962962962974,6.631001371742152e-06,0.1279055829903979
0,3,3,0,0,1,3,0.3575555555555555,6.317421124828516e-05,0.12790914951989024
0,0,3,0,0,2,3,0.3575925925925926,3.9492455418381426e-05,0.12791195473251027
0,1,3,0,0,2,3,0.3575925925925926,3.9492455418381426e-05,0.12791195473251027
0,0,0,0,0,0,3,0.35762962962962974,2.262551440329224e-05,0.12792157750342945
0,1,0,0,0,0,3,0.35762962962962974,2.262551440329224e-05,0.12792157750342945
0,2,3,0,0,2,3,0.35762962962962963,3.9141289437585834e-05,0.12793809327846364
0,2,3,0,0,0,3,0.3576666666666666,6.448010973936878e-05,0.12798992455418373
0,0,3,0,0,0,3,0.3576666666666666,6.722359396433437e-05,0.1279926680384087
0,2,3,0,0,1,3,0.35777777777777775,5.736625514403283e-05,0.12806230452674894
0,1,1,0,0,1,3,0.35785185185185187,2.13388203017833e-05,0.1280792866941015
0,0,1,0,0,1,3,0.35785185185185187,2.13388203017833e-05,0.1280792866941015
0,3,3,0,0,2,3,0.35785185185185175,4.009053497942393e-05,0.12809803840877906
0,2,1,0,0,1,3,0.35792592592592587,2.1322359396433502e-05,0.1281322908093278
0,1,3,0,0,1,3,0.3578888888888889,6.088614540466368e-05,0.12814534293552815
0,0,3,0,0,1,3,0.3578888888888889,6.088614540466368e-05,0.12814534293552815
0,3,1,0,0,1,3,0.35796296296296304,2.1015089163237362e-05,0.1281584979423869
0,0,2,0,0,2,3,0.35792592592592587,5.1212620027434326e-05,0.1281621810699588
0,1,2,0,0,2,3,0.35792592592592587,5.1212620027434326e-05,0.1281621810699588
0,0,1,0,0,0,3,0.35803703703703715,2.5742112482853274e-05,0.12821626200274355
0,1,1,0,0,0,3,0.35803703703703715,2.5742112482853274e-05,0.12821626200274355
0,2,1,0,0,0,3,0.35811111111111116,2.5670781893004163e-05,0.1282692386831276
0,3,1,0,0,0,3,0.3581851851851853,2.5561042524005667e-05,0.12832218792866948
0,3,3,0,0,0,3,0.3584074074074073,5.224417009602174e-05,0.12850811385459526
0,3,2,0,0,1,3,0.3585925925925926,3.2669410150891727e-05,0.12862131687242798
0,2,2,0,0,1,3,0.35903703703703704,3.472427983539104e-05,0.1289423182441701
0,3,1,0,0,3,3,0.35903703703703704,3.572565157750335e-05,0.1289433196159122
0,1,1,0,0,3,3,0.35903703703703704,3.572565157750335e-05,0.1289433196159122
0,0,1,0,0,3,3,0.35903703703703704,3.572565157750335e-05,0.1289433196159122
0,2,1,0,0,3,3,0.35903703703703704,3.572565157750335e-05,0.1289433196159122
0,2,2,0,0,0,3,0.3590740740740741,3.410150891632385e-05,0.12896829218106998
0,3,0,0,0,2,3,0.359074074074074,4.6049382716049775e-05,0.12898024005486963
0,3,2,0,0,0,3,0.35911111111111116,3.450480109739379e-05,0.12899529492455422
0,0,2,0,0,1,3,0.35918518518518516,3.641426611796984e-05,0.12905041152263375
0,1,2,0,0,1,3,0.35918518518518516,3.641426611796984e-05,0.12905041152263375
0,2,0,0,0,2,3,0.35918518518518516,4.804663923182473e-05,0.1290620438957476
0,1,3,0,0,3,3,0.3592222222222222,4.812620027434804e-05,0.12908873113854594
0,0,3,0,0,3,3,0.3592222222222222,4.812620027434804e-05,0.12908873113854594
0,1,0,0,0,2,3,0.35937037037037034,4.0406035665294996e-05,0.12918746913580245
0,0,0,0,0,2,3,0.35937037037037034,4.1064471879286736e-05,0.12918812757201645
0,3,2,0,0,3,3,0.35951851851851857,3.240877914951993e-05,0.1292859739368999
0,0,0,0,0,3,3,0.35951851851851857,3.91165980795609e-05,0.12929268175582995
0,1,2,0,0,0,3,0.35951851851851857,3.966529492455435e-05,0.12929323045267493
0,0,2,0,0,0,3,0.35951851851851857,3.966529492455435e-05,0.12929323045267493
0,2,2,0,0,3,3,0.3595555555555555,3.254595336076821e-05,0.12931274348422495
0,3,3,0,0,3,3,0.35955555555555563,5.199725651577524e-05,0.12933219478738003
0,1,2,0,0,3,3,0.3595925925925926,3.287242798353912e-05,0.1293397050754458
0,2,3,0,0,3,3,0.3596666666666667,4.7303155006858326e-05,0.129407414266118
0,2,0,0,0,3,3,0.3597407407407407,3.8211248285322244e-05,0.12945161179698214
0,1,0,0,0,3,3,0.3597407407407407,3.8211248285322244e-05,0.12945161179698214
0,3,0,0,0,3,3,0.3598888888888888,4.0680384087791286e-05,0.12956069272976675
0,0,2,0,0,3,3,0.36062962962962963,4.0460905349794335e-05,0.13009419067215364
0,3,2,0,0,3,4,0.3658148148148148,1.4946502057613237e-05,0.13383542524005487
0,2,1,0,0,1,4,0.36603703703703694,4.236762688614554e-05,0.1340254801097393
0,3,1,0,0,1,4,0.36611111111111116,4.454046639231829e-05,0.1340818861454047
0,0,2,0,0,3,4,0.3661481481481481,2.3626886145404594e-05,0.13408809327846363
0,2,1,0,0,2,4,0.3661481481481481,3.3215363511660205e-05,0.1340976817558299
0,3,1,0,0,2,4,0.3662592592592593,2.8798353909465056e-05,0.13417464334705076
0,0,3,0,0,3,4,0.36629629629629634,3.3278463648833745e-05,0.13420625514403295
0,2,2,0,0,0,4,0.3664074074074074,1.02825788751714e-05,0.134264670781893
0,2,2,0,0,3,4,0.3664074074074074,2.2299039780521248e-05,0.13427668724279834
0,3,2,0,0,2,4,0.3665185185185186,4.628257887517198e-06,0.13434045267489717
0,2,2,0,0,2,4,0.36651851851851847,4.847736625514452e-06,0.13434067215363507
0,0,2,0,0,2,4,0.36662962962962964,7.303155006858656e-06,0.13442458847736627
0,1,2,0,0,3,4,0.36662962962962964,2.1130315500685798e-05,0.1344384156378601
0,1,1,0,0,2,4,0.36662962962962964,3.235116598079582e-05,0.1344496364883402
0,0,1,0,0,2,4,0.36662962962962964,3.235116598079582e-05,0.1344496364883402
0,1,3,0,0,3,4,0.3666666666666667,3.6021947873799334e-05,0.13448046639231828
0,3,2,0,0,0,4,0.3668148148148148,7.06995884773669e-06,0.13456017832647463
0,1,2,0,0,2,4,0.3668148148148148,8.82578875171474e-06,0.1345619341563786
0,2,3,0,0,3,4,0.36677777777777787,3.8046639231824145e-05,0.13456398491083682
0,0,1,0,0,1,4,0.36677777777777787,4.637311385459524e-05,0.1345723113854596
0,2,3,0,0,1,4,0.36685185185185176,1.967078189300409e-05,0.134599951989026
0,3,1,0,0,0,4,0.3668518518518519,4.7050754458162006e-05,0.13462733196159124
0,2,3,0,0,2,4,0.3668888888888888,2.344855967078195e-05,0.1346309053497942
0,3,3,0,0,2,4,0.3668888888888888,2.384636488340196e-05,0.1346313031550068
0,1,3,0,0,2,4,0.3669259259259259,2.37393689986283e-05,0.13465837448559667
0,0,3,0,0,2,4,0.3669259259259259,2.37393689986283e-05,0.13465837448559667
0,3,3,0,0,1,4,0.3669999999999999,1.893552812071332e-05,0.13470793552812063
0,2,3,0,0,0,4,0.367,2.598628257887528e-05,0.13471498628257889
0,0,2,0,0,0,4,0.36703703703703705,1.3100137174211121e-05,0.1347292866941015
0,1,2,0,0,0,4,0.3670740740740741,1.2899862825788632e-05,0.13475627572016463
0,1,1,0,0,1,4,0.36711111111111117,4.131138545953373e-05,0.13481187928669414
0,2,1,0,0,0,4,0.36711111111111117,4.421947873799745e-05,0.1348147873799726
0,0,3,0,0,1,4,0.3671481481481481,1.9500685871056225e-05,0.13481726337448557
0,0,1,0,0,3,4,0.3672592592592593,3.0375857338820217e-05,0.13490973936899864
0,2,1,0,0,3,4,0.3672592592592593,3.137722908093265e-05,0.13491074074074075
0,3,1,0,0,3,4,0.36729629629629623,3.218930041152247e-05,0.13493875857338816
0,3,3,0,0,0,4,0.3674814814814814,2.4219478737997256e-05,0.13506685871056234
0,1,1,0,0,3,4,0.3675555555555555,2.916872427983528e-05,0.1351262551440329
0,3,3,0,0,3,4,0.36762962962962964,2.4161865569272823e-05,0.13517570644718793
0,0,3,0,0,0,4,0.36770370370370364,2.298491083676274e-05,0.13522899862825785
0,1,1,0,0,0,4,0.36770370370370375,3.778600823045257e-05,0.13524379972565162
0,0,1,0,0,0,4,0.36770370370370375,3.778600823045257e-05,0.13524379972565162
0,1,3,0,0,1,4,0.3677407407407407,1.8578875171467743e-05,0.13525183127572013
0,3,2,0,0,1,4,0.367925925925926,1.0279835390946292e-05,0.13537976680384092
0,0,2,0,0,1,4,0.368148148148148,6.954732510288019e-06,0.135540013717421
0,1,2,0,0,1,4,0.36818518518518517,6.672153635116566e-06,0.1355670027434842
0,1,3,0,0,0,4,0.3682592592592593,2.162688614540468e-05,0.13563650891632376
0,2,2,0,0,1,4,0.3683333333333334,7.50342935528113e-06,0.13567694787379977
0,3,0,0,0,3,4,0.36903703703703705,4.871604938271615e-05,0.1362370507544582
0,1,0,0,0,2,4,0.36944444444444446,3.513031550068606e-05,0.1365243278463649
0,0,0,0,0,2,4,0.36944444444444446,3.513031550068606e-05,0.1365243278463649
0,0,0,0,0,3,4,0.3696666666666666,4.193964334705064e-05,0.13669538408779144
0,1,0,0,0,3,4,0.3696666666666667,4.218655692729773e-05,0.13669563100137178
0,2,0,0,0,3,4,0.3698148148148148,4.742112482853242e-05,0.1368104183813443
0,0,0,0,0,1,4,0.3700740740740741,3.1023319615912286e-05,0.1369858436213992
0,2,0,0,0,2,4,0.37029629629629635,3.266941015089169e-05,0.13715201646090538
0,1,0,0,0,1,4,0.3704814814814815,3.601646090534963e-05,0.1372925445816187
0,3,0,0,0,1,4,0.3705185185185186,3.7824417009602375e-05,0.1373217969821674
0,2,0,0,0,1,4,0.37070370370370376,3.162414266117972e-05,0.13745286008230456
0,1,0,0,0,0,4,0.3707407407407407,2.8038408779149468e-05,0.13747673525377227
0,3,0,0,0,2,4,0.3708148148148148,1.3026063100137232e-05,0.13751665294924553
0,0,0,0,0,0,4,0.37111111111111117,3.1879286694101535e-05,0.13775533607681759
0,2,0,0,0,0,4,0.3713333333333333,3.6082304526748807e-05,0.13792452674897118
0,3,0,0,0,0,4,0.37251851851851847,4.28888888888892e-05,0.13881293552812068
